type,month,crop,variety,county,town
水果,7,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,大內區
水果,8,番荔枝,大麟種、軟枝種,台南市,歸仁區
水果,8,番荔枝,大麟種、軟枝種,台東縣,太麻里鄉
水果,8,番荔枝,大麟種、軟枝種,台東縣,東河鄉
水果,8,番荔枝,大麟種、軟枝種,台東縣,台東市
水果,8,番荔枝,大麟種、軟枝種,台東縣,卑南鄉
水果,8,番荔枝,鳳梨釋迦,台東縣,台東市
水果,8,番荔枝,鳳梨釋迦,台東縣,卑南鄉
水果,8,番荔枝,鳳梨釋迦,台東縣,東河鄉
水果,8,番荔枝,鳳梨釋迦,台東縣,太麻里鄉
水果,8,龍眼,青殼、紅殼、粉殼,台中市,太平區
水果,8,龍眼,青殼、紅殼、粉殼,台中市,大里區
水果,8,龍眼,青殼、紅殼、粉殼,台中市,霧峰區
水果,8,龍眼,青殼、紅殼、粉殼,南投縣,南投市
水果,8,龍眼,青殼、紅殼、粉殼,南投縣,中寮鄉
水果,8,龍眼,青殼、紅殼、粉殼,嘉義縣,竹崎鄉
水果,8,龍眼,青殼、紅殼、粉殼,台南市,龍崎區
水果,8,龍眼,青殼、紅殼、粉殼,台南市,六甲區
水果,8,龍眼,青殼、紅殼、粉殼,台南市,東山區
水果,8,龍眼,青殼、紅殼、粉殼,台南市,南化區
水果,8,龍眼,青殼、紅殼、粉殼,台南市,楠西區
水果,8,龍眼,青殼、紅殼、粉殼,高雄市,田寮區
水果,8,龍眼,青殼、紅殼、粉殼,高雄市,內門區
水果,8,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,苗栗縣,卓蘭鎮
水果,8,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,台南市,楠西區
水果,8,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,屏東縣,里港鄉
水果,8,高接梨,新興、豐水、幸水,苗栗縣,卓蘭鎮
水果,8,高接梨,新興、豐水、幸水,苗栗縣,三灣鄉
水果,8,高接梨,新興、豐水、幸水,苗栗縣,大湖鄉
水果,8,高接梨,新興、豐水、幸水,台中市,石岡區
水果,8,高接梨,新興、豐水、幸水,台中市,后里區
水果,8,高接梨,新興、豐水、幸水,台中市,新社區
水果,8,高接梨,新興、豐水、幸水,台中市,東勢區
水果,8,高接梨,新興、豐水、幸水,嘉義縣,竹崎鄉
水果,8,高接梨,新興、豐水、幸水,宜蘭縣,冬山鄉
水果,8,高接梨,新興、豐水、幸水,宜蘭縣,三星鄉
水果,8,番石榴,珍珠種、世紀種,彰化縣,溪州鄉
水果,8,番石榴,珍珠種、世紀種,彰化縣,社頭鄉
水果,8,番石榴,珍珠種、世紀種,台南市,楠西區
水果,8,番石榴,珍珠種、世紀種,台南市,玉井區
水果,8,番石榴,珍珠種、世紀種,高雄市,大社區
水果,8,番石榴,珍珠種、世紀種,高雄市,燕巢區
水果,8,番石榴,珍珠種、世紀種,高雄市,阿蓮區
水果,8,文旦柚,麻豆文旦,苗栗縣,三義鄉
水果,8,文旦柚,麻豆文旦,苗栗縣,西湖鄉
水果,8,文旦柚,麻豆文旦,南投縣,中寮鄉
水果,8,文旦柚,麻豆文旦,南投縣,名間鄉
水果,8,文旦柚,麻豆文旦,雲林縣,斗六市
水果,8,文旦柚,麻豆文旦,嘉義縣,竹崎鄉
水果,8,文旦柚,麻豆文旦,台南市,大內區
水果,8,文旦柚,麻豆文旦,台南市,麻豆區
水果,8,文旦柚,麻豆文旦,台東縣,東河鄉
水果,8,文旦柚,麻豆文旦,花蓮縣,壽豐鄉
水果,8,文旦柚,麻豆文旦,花蓮縣,玉里鎮
水果,8,文旦柚,麻豆文旦,花蓮縣,瑞穗鄉
水果,8,文旦柚,麻豆文旦,花蓮縣,富里鄉
水果,8,文旦柚,麻豆文旦,宜蘭縣,冬山鄉
水果,8,檸檬,,屏東縣,里港鄉
水果,8,檸檬,,屏東縣,九如鄉
水果,8,檸檬,,屏東縣,高樹鄉
水果,8,香蕉,北蕉及新北蕉,南投縣,水里鄉
水果,8,香蕉,北蕉及新北蕉,南投縣,中寮鄉
水果,8,香蕉,北蕉及新北蕉,南投縣,國姓鄉
水果,8,香蕉,北蕉及新北蕉,南投縣,南投市
水果,8,香蕉,北蕉及新北蕉,高雄市,美濃區
水果,8,香蕉,北蕉及新北蕉,高雄市,旗山區
水果,8,香蕉,北蕉及新北蕉,屏東縣,高樹鄉
水果,8,香蕉,北蕉及新北蕉,屏東縣,新埤鄉
水果,8,香蕉,北蕉及新北蕉,屏東縣,里港鄉
水果,8,木瓜,台農2號,南投縣,草屯鎮
水果,8,木瓜,台農2號,雲林縣,林內鄉
水果,8,木瓜,台農2號,嘉義縣,中埔鄉
水果,8,木瓜,台農2號,台南市,大內區
水果,8,木瓜,台農2號,台南市,玉井區
水果,8,木瓜,台農2號,台南市,楠西區
水果,8,木瓜,台農2號,台南市,南化區
水果,8,木瓜,台農2號,高雄市,美濃區
水果,8,木瓜,台農2號,屏東縣,新埤鄉
水果,8,木瓜,台農2號,屏東縣,高樹鄉
水果,8,木瓜,台農2號,屏東縣,萬巒鄉
水果,8,木瓜,台農2號,屏東縣,長治鄉
水果,8,鳳梨,"台農4,6,13,17號",彰化縣,芬園鄉
水果,8,鳳梨,"台農4,6,13,17號",南投縣,名間鄉
水果,8,鳳梨,"台農4,6,13,17號",雲林縣,古坑鄉
水果,8,鳳梨,"台農4,6,13,17號",嘉義縣,民雄鄉
水果,8,鳳梨,"台農4,6,13,17號",台南市,關廟區
水果,8,鳳梨,"台農4,6,13,17號",台南市,山上區
水果,8,鳳梨,"台農4,6,13,17號",台南市,新化區
水果,8,鳳梨,"台農11,16,18,19,20,21號及開英品種",彰化縣,芬園鄉
水果,8,鳳梨,"台農11,16,18,19,20,21號及開英品種",南投縣,名間鄉
水果,8,鳳梨,"台農11,16,18,19,20,21號及開英品種",雲林縣,古坑鄉
水果,8,鳳梨,"台農11,16,18,19,20,21號及開英品種",嘉義縣,民雄鄉
水果,8,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,山上區
水果,8,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,關廟區
水果,8,鳳梨,"台農11,16,18,19,20,21號及開英品種",台南市,新化區
水果,8,葡萄,巨峰,苗栗縣,卓蘭鎮
水果,8,葡萄,巨峰,台中市,新社區
水果,8,葡萄,巨峰,台中市,石岡區
水果,8,葡萄,巨峰,台中市,東勢區
水果,8,葡萄,巨峰,台中市,豐原區
水果,8,葡萄,巨峰,彰化縣,員林鎮
水果,8,葡萄,巨峰,彰化縣,埔心鄉
水果,8,葡萄,巨峰,彰化縣,溪湖鎮
水果,8,葡萄,巨峰,彰化縣,大村鄉
水果,8,葡萄,巨峰,南投縣,水里鄉
水果,8,葡萄,巨峰,南投縣,信義鄉
水果,8,葡萄,巨峰,南投縣,竹山鎮
水果,8,溫帶梨,20世紀、福壽、雪梨,台中市,和平區
水果,8,溫帶梨,20世紀、福壽、雪梨,南投縣,仁愛鄉
水果,8,柿子,牛心柿(水柿),新竹縣,北埔鄉
水果,8,柿子,牛心柿(水柿),新竹縣,峨眉鄉
水果,8,柿子,牛心柿(水柿),苗栗縣,公館鄉
水果,8,柿子,牛心柿(水柿),苗栗縣,大湖鄉
水果,8,柿子,牛心柿(水柿),台中市,東勢區
水果,8,柿子,牛心柿(水柿),台中市,新社區
水果,8,柿子,牛心柿(水柿),台中市,豐原區
水果,8,柿子,牛心柿(水柿),台中市,后里區
水果,8,柿子,牛心柿(水柿),嘉義縣,番路鄉
水果,8,柿子,四周柿(紅柿),新竹縣,北埔鄉
水果,8,柿子,四周柿(紅柿),新竹縣,峨眉鄉
水果,8,柿子,四周柿(紅柿),苗栗縣,大湖鄉
水果,8,柿子,四周柿(紅柿),苗栗縣,公館鄉
水果,8,柿子,四周柿(紅柿),台中市,豐原區
水果,8,柿子,四周柿(紅柿),台中市,后里區
水果,8,柿子,四周柿(紅柿),台中市,新社區
水果,8,柿子,四周柿(紅柿),台中市,東勢區
水果,8,柿子,四周柿(紅柿),嘉義縣,番路鄉
水果,8,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,麻豆區
水果,8,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,佳里區
水果,8,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,大內區
水果,9,芒果,凱特,台南市,南化區
水果,9,芒果,凱特,台南市,楠西區
水果,9,芒果,凱特,台南市,玉井區
水果,9,芒果,凱特,高雄市,六龜區
水果,9,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,苗栗縣,卓蘭鎮
水果,9,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,台南市,楠西區
水果,9,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,屏東縣,里港鄉
水果,9,番石榴,珍珠種、世紀種,彰化縣,社頭鄉
水果,9,番石榴,珍珠種、世紀種,彰化縣,溪州鄉
水果,9,番石榴,珍珠種、世紀種,台南市,楠西區
水果,9,番石榴,珍珠種、世紀種,台南市,玉井區
水果,9,番石榴,珍珠種、世紀種,高雄市,阿蓮區
水果,9,番石榴,珍珠種、世紀種,高雄市,燕巢區
水果,9,番石榴,珍珠種、世紀種,高雄市,大社區
水果,9,文旦柚,麻豆文旦,苗栗縣,西湖鄉
水果,9,文旦柚,麻豆文旦,苗栗縣,三義鄉
水果,9,文旦柚,麻豆文旦,南投縣,名間鄉
水果,9,文旦柚,麻豆文旦,南投縣,中寮鄉
水果,9,文旦柚,麻豆文旦,雲林縣,斗六市
水果,9,文旦柚,麻豆文旦,嘉義縣,竹崎鄉
水果,9,文旦柚,麻豆文旦,台南市,麻豆區
水果,9,文旦柚,麻豆文旦,台南市,大內區
水果,9,文旦柚,麻豆文旦,台東縣,東河鄉
水果,9,文旦柚,麻豆文旦,花蓮縣,壽豐鄉
水果,9,文旦柚,麻豆文旦,花蓮縣,富里鄉
水果,9,文旦柚,麻豆文旦,花蓮縣,瑞穗鄉
水果,9,文旦柚,麻豆文旦,花蓮縣,玉里鎮
水果,9,文旦柚,麻豆文旦,宜蘭縣,冬山鄉
水果,9,檸檬,,屏東縣,九如鄉
水果,9,檸檬,,屏東縣,里港鄉
水果,9,檸檬,,屏東縣,高樹鄉
水果,9,香蕉,北蕉及新北蕉,南投縣,中寮鄉
水果,9,香蕉,北蕉及新北蕉,南投縣,國姓鄉
水果,9,香蕉,北蕉及新北蕉,南投縣,水里鄉
水果,9,香蕉,北蕉及新北蕉,南投縣,南投市
水果,9,香蕉,北蕉及新北蕉,高雄市,美濃區
水果,9,香蕉,北蕉及新北蕉,高雄市,旗山區
水果,9,香蕉,北蕉及新北蕉,屏東縣,高樹鄉
水果,9,香蕉,北蕉及新北蕉,屏東縣,新埤鄉
水果,9,香蕉,北蕉及新北蕉,屏東縣,里港鄉
水果,9,木瓜,台農2號,南投縣,草屯鎮
水果,9,木瓜,台農2號,雲林縣,林內鄉
水果,9,木瓜,台農2號,嘉義縣,中埔鄉
水果,9,木瓜,台農2號,台南市,大內區
水果,9,木瓜,台農2號,台南市,南化區
水果,9,木瓜,台農2號,台南市,玉井區
水果,9,木瓜,台農2號,台南市,楠西區
水果,9,木瓜,台農2號,高雄市,美濃區
水果,9,木瓜,台農2號,屏東縣,新埤鄉
水果,9,木瓜,台農2號,屏東縣,高樹鄉
水果,9,木瓜,台農2號,屏東縣,長治鄉
水果,9,木瓜,台農2號,屏東縣,萬巒鄉
水果,9,鳳梨,"台農4,6,13,17號",彰化縣,芬園鄉
水果,9,鳳梨,"台農4,6,13,17號",南投縣,名間鄉
水果,9,鳳梨,"台農4,6,13,17號",雲林縣,古坑鄉
水果,9,鳳梨,"台農11,16,18,19,20,21號及開英品種",彰化縣,芬園鄉
水果,9,鳳梨,"台農11,16,18,19,20,21號及開英品種",南投縣,名間鄉
水果,9,鳳梨,"台農11,16,18,19,20,21號及開英品種",雲林縣,古坑鄉
水果,9,葡萄柚,紅寶石、新紅寶石,嘉義縣,番路鄉
水果,9,葡萄柚,紅寶石、新紅寶石,嘉義縣,竹崎鄉
水果,9,葡萄柚,紅寶石、新紅寶石,嘉義縣,中埔鄉
水果,9,葡萄,巨峰,苗栗縣,卓蘭鎮
水果,9,葡萄,巨峰,台中市,新社區
水果,9,葡萄,巨峰,台中市,豐原區
水果,9,葡萄,巨峰,台中市,石岡區
水果,9,葡萄,巨峰,台中市,東勢區
水果,9,葡萄,巨峰,彰化縣,員林鎮
水果,9,葡萄,巨峰,彰化縣,埔心鄉
水果,9,葡萄,巨峰,彰化縣,大村鄉
水果,9,葡萄,巨峰,彰化縣,溪湖鎮
水果,9,葡萄,巨峰,南投縣,竹山鎮
水果,9,葡萄,巨峰,南投縣,信義鄉
水果,9,葡萄,巨峰,南投縣,水里鄉
水果,9,溫帶梨,20世紀、福壽、雪梨,台中市,和平區
水果,9,溫帶梨,20世紀、福壽、雪梨,南投縣,仁愛鄉
水果,9,柿子,牛心柿(水柿),新竹縣,峨眉鄉
水果,9,柿子,牛心柿(水柿),新竹縣,北埔鄉
水果,9,柿子,牛心柿(水柿),苗栗縣,大湖鄉
水果,9,柿子,牛心柿(水柿),苗栗縣,公館鄉
水果,9,柿子,牛心柿(水柿),台中市,東勢區
水果,9,柿子,牛心柿(水柿),台中市,新社區
水果,9,柿子,牛心柿(水柿),台中市,后里區
水果,9,柿子,牛心柿(水柿),台中市,豐原區
水果,9,柿子,牛心柿(水柿),嘉義縣,番路鄉
水果,9,柿子,四周柿(紅柿),新竹縣,峨眉鄉
水果,9,柿子,四周柿(紅柿),新竹縣,北埔鄉
水果,9,柿子,四周柿(紅柿),苗栗縣,大湖鄉
水果,9,柿子,四周柿(紅柿),苗栗縣,公館鄉
水果,9,柿子,四周柿(紅柿),台中市,后里區
水果,9,柿子,四周柿(紅柿),台中市,豐原區
水果,9,柿子,四周柿(紅柿),台中市,新社區
水果,9,柿子,四周柿(紅柿),台中市,東勢區
水果,9,柿子,四周柿(紅柿),嘉義縣,番路鄉
水果,9,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,麻豆區
水果,9,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,佳里區
水果,9,酪梨,嘉選1號、嘉選2號、嘉選3號、嘉選4號、清進1號、清進2號、章安、秋可得、厚兒,台南市,大內區
水果,10,椪柑,,苗栗縣,卓蘭鎮
水果,10,椪柑,,台中市,東勢區
水果,10,椪柑,,雲林縣,古坑鄉
水果,10,椪柑,,嘉義縣,竹崎鄉
水果,10,椪柑,,嘉義縣,梅山鄉
水果,10,椪柑,,嘉義縣,番路鄉
水果,10,椪柑,,台南市,東山區
水果,10,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,苗栗縣,卓蘭鎮
水果,10,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,台南市,楠西區
水果,10,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,屏東縣,里港鄉
水果,10,番石榴,珍珠種、世紀種,彰化縣,社頭鄉
水果,10,番石榴,珍珠種、世紀種,彰化縣,溪州鄉
水果,10,番石榴,珍珠種、世紀種,台南市,楠西區
水果,10,番石榴,珍珠種、世紀種,台南市,玉井區
水果,10,番石榴,珍珠種、世紀種,高雄市,大社區
水果,10,番石榴,珍珠種、世紀種,高雄市,燕巢區
水果,10,番石榴,珍珠種、世紀種,高雄市,阿蓮區
水果,10,柳橙,,南投縣,中寮鄉
水果,10,柳橙,,雲林縣,古坑鄉
水果,10,柳橙,,雲林縣,斗南鎮
水果,10,柳橙,,嘉義縣,梅山鄉
水果,10,柳橙,,嘉義縣,番路鄉
水果,10,柳橙,,嘉義縣,民雄鄉
水果,10,柳橙,,嘉義縣,大林鎮
水果,10,柳橙,,嘉義縣,竹崎鄉
水果,10,柳橙,,嘉義縣,中埔鄉
水果,10,柳橙,,台南市,六甲區
水果,10,柳橙,,台南市,白河區
水果,10,柳橙,,台南市,大內區
水果,10,柳橙,,台南市,官田區
水果,10,柳橙,,台南市,南化區
水果,10,香蕉,北蕉及新北蕉,南投縣,中寮鄉
水果,10,香蕉,北蕉及新北蕉,南投縣,南投市
水果,10,香蕉,北蕉及新北蕉,南投縣,水里鄉
水果,10,香蕉,北蕉及新北蕉,南投縣,國姓鄉
水果,10,香蕉,北蕉及新北蕉,高雄市,美濃區
水果,10,香蕉,北蕉及新北蕉,高雄市,旗山區
水果,10,香蕉,北蕉及新北蕉,屏東縣,新埤鄉
水果,10,香蕉,北蕉及新北蕉,屏東縣,高樹鄉
水果,10,香蕉,北蕉及新北蕉,屏東縣,里港鄉
水果,10,木瓜,台農2號,南投縣,草屯鎮
水果,10,木瓜,台農2號,雲林縣,林內鄉
水果,10,木瓜,台農2號,嘉義縣,中埔鄉
水果,10,木瓜,台農2號,台南市,大內區
水果,10,木瓜,台農2號,台南市,楠西區
水果,10,木瓜,台農2號,台南市,南化區
水果,10,木瓜,台農2號,台南市,玉井區
水果,10,木瓜,台農2號,高雄市,美濃區
水果,10,木瓜,台農2號,屏東縣,高樹鄉
水果,10,木瓜,台農2號,屏東縣,萬巒鄉
水果,10,木瓜,台農2號,屏東縣,長治鄉
水果,10,木瓜,台農2號,屏東縣,新埤鄉
水果,10,鳳梨,"台農4,6,13,17號",彰化縣,芬園鄉
水果,10,鳳梨,"台農4,6,13,17號",南投縣,名間鄉
水果,10,鳳梨,"台農4,6,13,17號",雲林縣,古坑鄉
水果,10,鳳梨,"台農11,16,18,19,20,21號及開英品種",彰化縣,芬園鄉
水果,10,鳳梨,"台農11,16,18,19,20,21號及開英品種",南投縣,名間鄉
水果,10,鳳梨,"台農11,16,18,19,20,21號及開英品種",雲林縣,古坑鄉
水果,10,葡萄柚,紅寶石、新紅寶石,嘉義縣,番路鄉
水果,10,葡萄柚,紅寶石、新紅寶石,嘉義縣,竹崎鄉
水果,10,葡萄柚,紅寶石、新紅寶石,嘉義縣,中埔鄉
水果,10,葡萄,巨峰,苗栗縣,卓蘭鎮
水果,10,葡萄,巨峰,台中市,新社區
水果,10,葡萄,巨峰,台中市,豐原區
水果,10,葡萄,巨峰,台中市,石岡區
水果,10,葡萄,巨峰,台中市,東勢區
水果,10,葡萄,巨峰,彰化縣,員林鎮
水果,10,葡萄,巨峰,彰化縣,埔心鄉
水果,10,葡萄,巨峰,彰化縣,溪湖鎮
水果,10,葡萄,巨峰,彰化縣,大村鄉
水果,10,葡萄,巨峰,南投縣,水里鄉
水果,10,葡萄,巨峰,南投縣,信義鄉
水果,10,葡萄,巨峰,南投縣,竹山鎮
水果,10,溫帶梨,20世紀、福壽、雪梨,台中市,和平區
水果,10,溫帶梨,20世紀、福壽、雪梨,南投縣,仁愛鄉
水果,10,柿子,甜柿,台中市,和平區
水果,10,柿子,甜柿,台中市,東勢區
水果,10,柿子,甜柿,嘉義縣,番路鄉
水果,10,柿子,牛心柿(水柿),新竹縣,峨眉鄉
水果,10,柿子,牛心柿(水柿),新竹縣,北埔鄉
水果,10,柿子,牛心柿(水柿),苗栗縣,公館鄉
水果,10,柿子,牛心柿(水柿),苗栗縣,大湖鄉
水果,10,柿子,牛心柿(水柿),台中市,后里區
水果,10,柿子,牛心柿(水柿),台中市,豐原區
水果,10,柿子,牛心柿(水柿),台中市,東勢區
水果,10,柿子,牛心柿(水柿),台中市,新社區
水果,10,柿子,牛心柿(水柿),嘉義縣,番路鄉
水果,10,柿子,四周柿(紅柿),新竹縣,北埔鄉
水果,10,柿子,四周柿(紅柿),新竹縣,峨眉鄉
水果,10,柿子,四周柿(紅柿),苗栗縣,大湖鄉
水果,10,柿子,四周柿(紅柿),苗栗縣,公館鄉
水果,10,柿子,四周柿(紅柿),台中市,新社區
水果,10,柿子,四周柿(紅柿),台中市,東勢區
水果,10,柿子,四周柿(紅柿),台中市,豐原區
水果,10,柿子,四周柿(紅柿),台中市,后里區
水果,10,柿子,四周柿(紅柿),嘉義縣,番路鄉
水果,11,椪柑,,苗栗縣,卓蘭鎮
水果,11,椪柑,,台中市,東勢區
水果,11,椪柑,,雲林縣,古坑鄉
水果,11,椪柑,,嘉義縣,番路鄉
水果,11,椪柑,,嘉義縣,梅山鄉
水果,11,椪柑,,嘉義縣,竹崎鄉
水果,11,椪柑,,台南市,東山區
水果,11,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,苗栗縣,卓蘭鎮
水果,11,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,台南市,楠西區
水果,11,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,屏東縣,里港鄉
水果,11,番石榴,珍珠種、世紀種,彰化縣,社頭鄉
水果,11,番石榴,珍珠種、世紀種,彰化縣,溪州鄉
水果,11,番石榴,珍珠種、世紀種,台南市,玉井區
水果,11,番石榴,珍珠種、世紀種,台南市,楠西區
水果,11,番石榴,珍珠種、世紀種,高雄市,阿蓮區
水果,11,番石榴,珍珠種、世紀種,高雄市,燕巢區
水果,11,番石榴,珍珠種、世紀種,高雄市,大社區
水果,11,柳橙,,南投縣,中寮鄉
水果,11,柳橙,,雲林縣,古坑鄉
水果,11,柳橙,,雲林縣,斗南鎮
水果,11,柳橙,,嘉義縣,梅山鄉
水果,11,柳橙,,嘉義縣,番路鄉
水果,11,柳橙,,嘉義縣,大林鎮
水果,11,柳橙,,嘉義縣,民雄鄉
水果,11,柳橙,,嘉義縣,中埔鄉
水果,11,柳橙,,嘉義縣,竹崎鄉
水果,11,柳橙,,台南市,六甲區
水果,11,柳橙,,台南市,白河區
水果,11,柳橙,,台南市,大內區
水果,11,柳橙,,台南市,南化區
水果,11,柳橙,,台南市,官田區
水果,11,香蕉,北蕉及新北蕉,南投縣,中寮鄉
水果,11,香蕉,北蕉及新北蕉,南投縣,南投市
水果,11,香蕉,北蕉及新北蕉,南投縣,水里鄉
水果,11,香蕉,北蕉及新北蕉,南投縣,國姓鄉
水果,11,香蕉,北蕉及新北蕉,高雄市,美濃區
水果,11,香蕉,北蕉及新北蕉,高雄市,旗山區
水果,11,香蕉,北蕉及新北蕉,屏東縣,新埤鄉
水果,11,香蕉,北蕉及新北蕉,屏東縣,高樹鄉
水果,11,香蕉,北蕉及新北蕉,屏東縣,里港鄉
水果,11,木瓜,台農2號,南投縣,草屯鎮
水果,11,木瓜,台農2號,雲林縣,林內鄉
水果,11,木瓜,台農2號,嘉義縣,中埔鄉
水果,11,木瓜,台農2號,台南市,大內區
水果,11,木瓜,台農2號,台南市,玉井區
水果,11,木瓜,台農2號,台南市,楠西區
水果,11,木瓜,台農2號,台南市,南化區
水果,11,木瓜,台農2號,高雄市,美濃區
水果,11,木瓜,台農2號,屏東縣,高樹鄉
水果,11,木瓜,台農2號,屏東縣,長治鄉
水果,11,木瓜,台農2號,屏東縣,萬巒鄉
水果,11,木瓜,台農2號,屏東縣,新埤鄉
水果,11,葡萄柚,紅寶石、新紅寶石,嘉義縣,竹崎鄉
水果,11,葡萄柚,紅寶石、新紅寶石,嘉義縣,中埔鄉
水果,11,葡萄柚,紅寶石、新紅寶石,嘉義縣,番路鄉
水果,11,葡萄,巨峰,苗栗縣,卓蘭鎮
水果,11,葡萄,巨峰,台中市,新社區
水果,11,葡萄,巨峰,台中市,豐原區
水果,11,葡萄,巨峰,台中市,石岡區
水果,11,葡萄,巨峰,台中市,東勢區
水果,11,葡萄,巨峰,彰化縣,員林鎮
水果,11,葡萄,巨峰,彰化縣,埔心鄉
水果,11,葡萄,巨峰,彰化縣,大村鄉
水果,11,葡萄,巨峰,彰化縣,溪湖鎮
水果,11,葡萄,巨峰,南投縣,竹山鎮
水果,11,葡萄,巨峰,南投縣,信義鄉
水果,11,葡萄,巨峰,南投縣,水里鄉
水果,11,葡萄,蜜紅,彰化縣,大村鄉
水果,11,葡萄,蜜紅,彰化縣,埔心鄉
水果,11,柿子,甜柿,台中市,東勢區
水果,11,柿子,甜柿,台中市,和平區
水果,11,柿子,甜柿,嘉義縣,番路鄉
水果,11,金柑,長實金柑,彰化縣,二林鎮
水果,11,金柑,長實金柑,宜蘭縣,礁溪鄉
水果,11,金柑,長實金柑,宜蘭縣,員山鄉
水果,11,金柑,長實金柑,宜蘭縣,冬山鄉
水果,12,椪柑,,苗栗縣,卓蘭鎮
水果,12,椪柑,,台中市,東勢區
水果,12,椪柑,,雲林縣,古坑鄉
水果,12,椪柑,,嘉義縣,番路鄉
水果,12,椪柑,,嘉義縣,竹崎鄉
水果,12,椪柑,,嘉義縣,梅山鄉
水果,12,椪柑,,台南市,東山區
水果,12,番荔枝,大麟種、軟枝種,台南市,歸仁區
水果,12,番荔枝,大麟種、軟枝種,台東縣,太麻里鄉
水果,12,番荔枝,大麟種、軟枝種,台東縣,東河鄉
水果,12,番荔枝,大麟種、軟枝種,台東縣,台東市
水果,12,番荔枝,大麟種、軟枝種,台東縣,卑南鄉
水果,12,番荔枝,鳳梨釋迦,台東縣,台東市
水果,12,番荔枝,鳳梨釋迦,台東縣,卑南鄉
水果,12,番荔枝,鳳梨釋迦,台東縣,東河鄉
水果,12,番荔枝,鳳梨釋迦,台東縣,太麻里鄉
水果,12,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,苗栗縣,卓蘭鎮
水果,12,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,台南市,楠西區
水果,12,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,屏東縣,里港鄉
水果,12,番石榴,珍珠種、世紀種,彰化縣,溪州鄉
水果,12,番石榴,珍珠種、世紀種,彰化縣,社頭鄉
水果,12,番石榴,珍珠種、世紀種,台南市,玉井區
水果,12,番石榴,珍珠種、世紀種,台南市,楠西區
水果,12,番石榴,珍珠種、世紀種,高雄市,大社區
水果,12,番石榴,珍珠種、世紀種,高雄市,燕巢區
水果,12,番石榴,珍珠種、世紀種,高雄市,阿蓮區
水果,12,柳橙,,南投縣,中寮鄉
水果,12,柳橙,,雲林縣,古坑鄉
水果,12,柳橙,,雲林縣,斗南鎮
水果,12,柳橙,,嘉義縣,梅山鄉
水果,12,柳橙,,嘉義縣,番路鄉
水果,12,柳橙,,嘉義縣,民雄鄉
水果,12,柳橙,,嘉義縣,大林鎮
水果,12,柳橙,,嘉義縣,竹崎鄉
水果,12,柳橙,,嘉義縣,中埔鄉
水果,12,柳橙,,台南市,六甲區
水果,12,柳橙,,台南市,白河區
水果,12,柳橙,,台南市,大內區
水果,12,柳橙,,台南市,官田區
水果,12,柳橙,,台南市,南化區
水果,12,蓮霧,粉紅種及大粒種,高雄市,六龜區
水果,12,蓮霧,粉紅種及大粒種,屏東縣,南州鄉
水果,12,蓮霧,粉紅種及大粒種,屏東縣,新埤鄉
水果,12,蓮霧,粉紅種及大粒種,屏東縣,佳冬鄉
水果,12,蓮霧,粉紅種及大粒種,屏東縣,林邊鄉
水果,12,蓮霧,粉紅種及大粒種,屏東縣,枋寮鄉
水果,12,蓮霧,粉紅種及大粒種,屏東縣,內埔鄉
水果,12,蓮霧,粉紅種及大粒種,屏東縣,潮州鎮
水果,12,蓮霧,粉紅種及大粒種,屏東縣,麟洛鄉
水果,12,蓮霧,粉紅種及大粒種,屏東縣,長治鄉
水果,12,蓮霧,粉紅種及大粒種,屏東縣,鹽埔鄉
水果,12,蓮霧,粉紅種及大粒種,屏東縣,高樹鄉
水果,12,香蕉,北蕉及新北蕉,南投縣,南投市
