年度,地區別,果品類別,種植株數,收穫株數,種植面積_公頃,收穫面積_公頃,每株平均產量_公斤,每公頃平均產量_公斤,產量_公噸
2016,金門縣,橄欖,0,0,0,0,0,0,0
2016,連江縣,橄欖,0,0,0,0,0,0,0
2016,新北市,楊桃,762,432,1.83,1.01,25.19,10775.25,10.883
2016,台北市,楊桃,580,580,1.9,1.9,20.91,6384.21,12.13
2016,桃園市,楊桃,0,0,0,0,0,0,0
2016,台中市,楊桃,19872,19872,49.68,49.68,34.9,13960.87,693.576
2016,台南市,楊桃,176741,176741,391.43,391.43,28.57,12902.26,5050.33
2016,高雄市,楊桃,4563,4563,11.52,11.52,21.01,8321.27,95.861
2016,宜蘭縣,楊桃,10769,10769,26.78,26.78,24.3,9771.02,261.668
2016,新竹縣,楊桃,1616,1616,4.52,4.52,28.85,10314.16,46.62
2016,苗栗縣,楊桃,34195,34195,89.92,89.92,29.79,11328.49,1018.658
2016,彰化縣,楊桃,74051,73943,236.61,236.37,15.62,4886.17,1154.943
2016,南投縣,楊桃,10111,10111,25.15,25.15,23.44,9422.9,236.986
2016,雲林縣,楊桃,9930,9930,24.79,24.79,22.2,8891.89,220.43
2016,嘉義縣,楊桃,5587,5587,14.02,14.02,29.3,11676.53,163.705
2016,屏東縣,楊桃,6140,6140,17.48,17.48,24.41,8572.83,149.853
2016,台東縣,楊桃,1714,1714,4.31,4.31,31.63,12579.12,54.216
2016,花蓮縣,楊桃,1854,1835,4.73,4.68,19.71,7726.28,36.159
2016,澎湖縣,楊桃,0,0,0,0,0,0,0
2016,基隆市,楊桃,0,0,0,0,0,0,0
2016,新竹市,楊桃,0,0,0,0,0,0,0
2016,嘉義市,楊桃,0,0,0,0,0,0,0
2016,金門縣,楊桃,35,35,0.05,0.05,15,10500,0.525
2016,連江縣,楊桃,0,0,0,0,0,0,0
2016,新北市,梨,4046,4043,10.37,10.36,16.66,6501.35,67.354
2016,台北市,梨,102,102,0.3,0.3,20,6800,2.04
2016,桃園市,梨,3759,3688,11.62,11.39,30.34,9824.5,111.901
2016,台中市,梨,1074203,1074203,3549.83,3549.83,67.18,20328.55,72162.896
2016,台南市,梨,1169,1169,3.32,3.32,26.03,9164.76,30.427
2016,高雄市,梨,6066,5947,20.16,19.75,29.06,8750.13,172.815
2016,宜蘭縣,梨,19959,19954,65.29,65.27,43.99,13447.88,877.743
2016,新竹縣,梨,53309,53309,179.09,179.09,38.3,11400.18,2041.658
2016,苗栗縣,梨,380720,380720,1312.38,1312.38,85.88,24913.83,32696.415
2016,彰化縣,梨,14373,14283,48.18,47.88,32.09,9571.39,458.278
2016,南投縣,梨,12988,12988,43.2,43.2,34.5,10370.9,448.023
2016,雲林縣,梨,1770,1770,3.65,3.65,21.74,10543.56,38.484
2016,嘉義縣,梨,25989,25989,87.4,87.4,69.27,20598.63,1800.32
2016,屏東縣,梨,767,767,2.24,2.24,23.07,7900.45,17.697
2016,台東縣,梨,10855,10855,28.74,28.74,23.08,8717.88,250.552
2016,花蓮縣,梨,9696,9518,29.83,29.32,25.17,8170.29,239.553
2016,澎湖縣,梨,0,0,0,0,0,0,0
2016,基隆市,梨,0,0,0,0,0,0,0
2016,新竹市,梨,223,223,0.65,0.65,36.2,12420,8.073
2016,嘉義市,梨,0,0,0,0,0,0,0
2016,金門縣,梨,20,20,0.02,0.02,6,6000,0.12
2016,連江縣,梨,0,0,0,0,0,0,0
2016,新北市,蘋果,0,0,0,0,0,0,0
2016,台北市,蘋果,0,0,0,0,0,0,0
2016,桃園市,蘋果,0,0,0,0,0,0,0
2016,台中市,蘋果,55405,55405,158.3,158.3,20.5,7175.99,1135.96
2016,台南市,蘋果,0,0,0,0,0,0,0
2016,高雄市,蘋果,105,105,0.3,0.3,17.2,6020,1.806
2016,宜蘭縣,蘋果,0,0,0,0,0,0,0
2016,新竹縣,蘋果,0,0,0,0,0,0,0
2016,苗栗縣,蘋果,0,0,0,0,0,0,0
2016,彰化縣,蘋果,33,33,0.11,0.11,5,1500,0.165
2016,南投縣,蘋果,16530,16530,43.5,43.5,20,7600,330.6
2016,雲林縣,蘋果,0,0,0,0,0,0,0
2016,嘉義縣,蘋果,53,53,0.16,0.16,24.34,8062.5,1.29
2016,屏東縣,蘋果,0,0,0,0,0,0,0
2016,台東縣,蘋果,135,135,0.4,0.4,21.33,7200,2.88
2016,花蓮縣,蘋果,414,414,1.25,1.25,24.57,8136,10.17
2016,澎湖縣,蘋果,0,0,0,0,0,0,0
2016,基隆市,蘋果,0,0,0,0,0,0,0
2016,新竹市,蘋果,0,0,0,0,0,0,0
2016,嘉義市,蘋果,0,0,0,0,0,0,0
2016,金門縣,蘋果,16,16,0.02,0.02,5,4000,0.08
2016,連江縣,蘋果,0,0,0,0,0,0,0
2016,新北市,棗,0,0,0,0,0,0,0
2016,台北市,棗,0,0,0,0,0,0,0
2016,桃園市,棗,13,0,0.05,0,0,0,0
2016,台中市,棗,3532,3491,8.16,8.06,22.64,9805.96,79.036
2016,台南市,棗,134855,134855,286.48,286.48,37.76,17772.76,5091.54
2016,高雄市,棗,305943,305943,847.67,847.67,45.12,16284.3,13803.711
2016,宜蘭縣,棗,40,40,0.1,0.1,24,9600,0.96
2016,新竹縣,棗,235,235,0.47,0.47,10,5000,2.35
2016,苗栗縣,棗,23660,23660,53.81,53.81,41.13,18084,973.1
2016,彰化縣,棗,2889,2889,6.6,6.6,21.59,9449.09,62.364
2016,南投縣,棗,9079,9079,26.21,26.21,23.81,8249.22,216.212
2016,雲林縣,棗,13458,13341,32.14,31.89,31.9,13346.88,425.632
2016,嘉義縣,棗,23855,23855,77.56,77.56,29.53,9083.96,704.552
2016,屏東縣,棗,250292,242151,618.87,598.53,31.69,12822.58,7674.696
2016,台東縣,棗,1452,1452,3.55,3.55,25.71,10517.18,37.336
2016,花蓮縣,棗,278,203,0.76,0.56,28.94,10491.07,5.875
2016,澎湖縣,棗,0,0,0,0,0,0,0
2016,基隆市,棗,0,0,0,0,0,0,0
2016,新竹市,棗,0,0,0,0,0,0,0
2016,嘉義市,棗,800,800,2,2,28.95,11580,23.16
2016,金門縣,棗,2020,2020,2.02,2.02,10,10000,20.2
2016,連江縣,棗,0,0,0,0,0,0,0
2016,新北市,番荔枝,130,100,0.31,0.25,10,4000,1
2016,台北市,番荔枝,0,0,0,0,0,0,0
2016,桃園市,番荔枝,225,0,0.5,0,0,0,0
2016,台中市,番荔枝,24616,24616,40.82,40.82,21.35,12877.51,525.66
2016,台南市,番荔枝,50616,50610,83.85,83.84,22.31,13469.16,1129.254
2016,高雄市,番荔枝,4681,4681,13.51,13.51,23.91,8284.83,111.928
2016,宜蘭縣,番荔枝,2113,2083,3.87,3.82,15.72,8570.16,32.738
2016,新竹縣,番荔枝,125,125,0.5,0.5,15,3750,1.875
2016,苗栗縣,番荔枝,2044,2044,3.51,3.51,12.34,7184.9,25.219
2016,彰化縣,番荔枝,25879,25879,46.88,46.88,17.13,9458.28,443.404
2016,南投縣,番荔枝,9025,9025,16.95,16.95,21.41,11398.29,193.201
2016,雲林縣,番荔枝,4828,4599,9.05,8.68,24.03,12732.6,110.519
2016,嘉義縣,番荔枝,3393,3393,6.99,6.99,14.99,7275.11,50.853
2016,屏東縣,番荔枝,24958,24958,45.57,45.57,13.26,7260.08,330.842
2016,台東縣,番荔枝,2972587,2909071,5076.94,4968.9,7.59,4443.34,22078.526
2016,花蓮縣,番荔枝,24441,20189,43.27,35.94,13.92,7817,280.943
2016,澎湖縣,番荔枝,627,627,1.33,1.33,6.31,2974.44,3.956
2016,基隆市,番荔枝,0,0,0,0,0,0,0
2016,新竹市,番荔枝,0,0,0,0,0,0,0
2016,嘉義市,番荔枝,0,0,0,0,0,0,0
2016,金門縣,番荔枝,0,0,0,0,0,0,0
2016,連江縣,番荔枝,0,0,0,0,0,0,0
2016,新北市,百香果,1597,1574,3,2.93,17.98,9656.31,28.293
2016,台北市,百香果,550,550,1.59,1.59,25.96,8981.13,14.28
2016,桃園市,百香果,1133,911,1.18,0.98,11.58,10763.27,10.548
2016,台中市,百香果,35387,35292,38.44,38.34,17.08,15723.34,602.833
2016,台南市,百香果,11063,11063,11.88,11.88,17.25,16061.45,190.81
2016,高雄市,百香果,8079,7800,8.99,8.68,13.43,12064.4,104.719
2016,宜蘭縣,百香果,2409,2329,5.01,4.81,17.19,8323.08,40.034
2016,新竹縣,百香果,430,430,0.56,0.56,22.08,16955.36,9.495
2016,苗栗縣,百香果,10515,10515,12.18,12.18,20.7,17871.43,217.674
2016,彰化縣,百香果,8211,8211,12.61,12.61,14.72,9585.65,120.875
2016,南投縣,百香果,534054,534054,534.84,534.84,13.93,13905.92,7437.441
2016,雲林縣,百香果,7556,7402,8.55,8.4,21.02,18522.02,155.585
2016,嘉義縣,百香果,6482,6482,8.61,8.61,16.84,12676.54,109.145
2016,屏東縣,百香果,5733,5733,14.32,14.32,18.88,7559.22,108.248
2016,台東縣,百香果,7697,7697,9.61,9.61,15.9,12738.19,122.414
2016,花蓮縣,百香果,9847,8541,10.67,9.27,14.29,13166.45,122.053
2016,澎湖縣,百香果,0,0,0,0,0,0,0
2016,基隆市,百香果,47,47,0.14,0.14,10.85,3642.86,0.51
2016,新竹市,百香果,0,0,0,0,0,0,0
2016,嘉義市,百香果,0,0,0,0,0,0,0
2016,金門縣,百香果,260,260,0.26,0.26,9,9000,2.34
2016,連江縣,百香果,0,0,0,0,0,0,0
2016,新北市,可可椰子,0,0,0,0,0,0,0
2016,台北市,可可椰子,0,0,0,0,0,0,0
2016,桃園市,可可椰子,0,0,0,0,0,0,0
2016,台中市,可可椰子,56,56,0.2,0.2,28,7840,1.568
2016,台南市,可可椰子,55316,55316,172.57,172.57,42.07,13483.79,2326.897
2016,高雄市,可可椰子,81584,81584,464.82,464.82,51.94,9115.84,4237.224
2016,宜蘭縣,可可椰子,57,57,0.31,0.31,32.37,5951.61,1.845
2016,新竹縣,可可椰子,0,0,0,0,0,0,0
2016,苗栗縣,可可椰子,0,0,0,0,0,0,0
2016,彰化縣,可可椰子,45,45,0.22,0.22,49.6,10145.45,2.232
2016,南投縣,可可椰子,262,262,1.15,1.15,42.3,9636.52,11.082
2016,雲林縣,可可椰子,566,566,2.27,2.27,39.5,9849.34,22.358
2016,嘉義縣,可可椰子,4000,4000,16.54,16.54,33.18,8023.4,132.707
2016,屏東縣,可可椰子,149828,149378,816.85,814.35,49.3,9043.94,7364.93
2016,台東縣,可可椰子,149360,149360,683.2,683.2,34.7,7586.61,5183.169
2016,花蓮縣,可可椰子,17199,12289,76.2,56.56,27.81,6042.82,341.782
2016,澎湖縣,可可椰子,0,0,0,0,0,0,0
2016,基隆市,可可椰子,0,0,0,0,0,0,0
2016,新竹市,可可椰子,0,0,0,0,0,0,0
2016,嘉義市,可可椰子,157,157,0.58,0.58,45,12181.03,7.065
2016,金門縣,可可椰子,0,0,0,0,0,0,0
2016,連江縣,可可椰子,0,0,0,0,0,0,0
2016,新北市,其他水果,31539,30931,31.85,31.09,13.8,13725.57,426.728
2016,台北市,其他水果,11516,11516,51.24,51.24,26.57,5972.19,306.015
2016,桃園市,其他水果,56260,51880,38.23,35.53,14.44,21080.35,748.985
2016,台中市,其他水果,171038,169483,187.26,185.37,16.07,14694.56,2723.931
2016,台南市,其他水果,520585,519754,704.8,703.3,22.33,16503.35,11606.809
2016,高雄市,其他水果,224876,209614,224.35,214.73,15.77,15393.05,3305.35
2016,宜蘭縣,其他水果,66937,66558,66.33,66.03,19.51,19670.83,1298.865
2016,新竹縣,其他水果,42923,42923,45.73,45.73,15.28,14344.43,655.971
2016,苗栗縣,其他水果,64188,64188,79.81,79.81,19.65,15805.8,1261.461
2016,彰化縣,其他水果,817627,814402,573.88,571.73,14.06,20032.77,11453.335
2016,南投縣,其他水果,551050,548490,497.62,496.02,16.87,18657.55,9254.516
2016,雲林縣,其他水果,199729,194526,175.79,171.51,17.79,20182.57,3461.512
2016,嘉義縣,其他水果,444048,443863,652.51,651.81,14.8,10078.22,6569.082
2016,屏東縣,其他水果,1010995,959524,561.27,535.33,7.85,14061.82,7527.714
2016,台東縣,其他水果,320503,312323,399.92,390.6,12.41,9925.96,3877.081
2016,花蓮縣,其他水果,110319,104543,188.13,181.81,14.24,8188.25,1488.705
2016,澎湖縣,其他水果,12864,12864,10.74,10.74,17.47,20919.55,224.676
2016,基隆市,其他水果,454,454,1.22,1.22,13.18,4905.74,5.985
2016,新竹市,其他水果,3258,3258,2.32,2.32,8.83,12399.14,28.766
2016,嘉義市,其他水果,25560,25560,46.16,46.16,17.26,9559.47,441.265
2016,金門縣,其他水果,3512,3512,1.86,1.86,6.9,13036.56,24.248
2016,連江縣,其他水果,0,0,0,0,0,0,0
2015,新北市,香蕉,104047,97252,73.56,69.15,11.39,16025.19,1108.142
2015,台北市,香蕉,8106,8106,9.54,9.54,19.24,16350.1,155.98
2015,桃園市,香蕉,28502,27558,37.49,36.3,13.3,10096.06,366.487
2015,台中市,香蕉,703876,700816,579.72,577.02,8.63,10486.95,6051.181
2015,台南市,香蕉,1318476,1312463,950.85,946.78,13.87,19226.51,18203.279
2015,高雄市,香蕉,3107203,2967931,1728.85,1651.51,12.62,22685.9,37465.998
2015,宜蘭縣,香蕉,125957,125742,95.29,95.1,7.83,10355.92,984.848
2015,新竹縣,香蕉,130726,129976,90.27,89.77,10.6,15350.46,1378.011
2015,苗栗縣,香蕉,136105,136105,100.03,100.03,14.89,20259.68,2026.576
2015,彰化縣,香蕉,207124,203974,139.17,137.07,15.54,23127.39,3170.071
2015,南投縣,香蕉,3749539,3746819,3016.27,3014.57,12.76,15863.5,47821.619
2015,雲林縣,香蕉,935574,913938,544,531.98,14.11,24248.27,12899.595
2015,嘉義縣,香蕉,3948270,3900670,2536.34,2505.64,13.32,20741.98,51971.938
2015,屏東縣,香蕉,5839308,5248418,3434.67,3087.61,12.6,21410.06,66105.907
2015,台東縣,香蕉,793688,769054,531.26,514.71,15.39,22991.95,11834.187
2015,花蓮縣,香蕉,1048982,1032107,684.23,673.93,11.28,17273.75,11641.297
2015,澎湖縣,香蕉,3283,1589,3.15,1.64,14.94,14473.78,23.737
2015,基隆市,香蕉,6030,6030,4.74,4.74,8.55,10876.58,51.555
2015,新竹市,香蕉,9880,9880,6.33,6.33,10.99,17148.82,108.552
2015,嘉義市,香蕉,59520,59520,39.68,39.68,11.71,17570.56,697.2
2015,金門縣,香蕉,0,0,0,0,0,0,0
2015,連江縣,香蕉,0,0,0,0,0,0,0
2015,新北市,鳳梨,33550,32700,1.29,1.26,0.87,22678.57,28.575
2015,台北市,鳳梨,0,0,0,0,0,0,0
2015,桃園市,鳳梨,13080,13080,0.41,0.41,1.49,47546.34,19.494
2015,台中市,鳳梨,4013535,4013535,116.1,116.1,1.28,44330.4,5146.76
2015,台南市,鳳梨,50677698,43560898,1477.05,1268.01,1.47,50373.58,63874.201
2015,高雄市,鳳梨,51587854,36885435,1431.35,1022.84,1.36,49111.5,50233.209
2015,宜蘭縣,鳳梨,1268500,1267000,47.16,47.11,0.9,24327.36,1146.062
2015,新竹縣,鳳梨,21600,21600,1.08,1.08,1,20000,21.6
2015,苗栗縣,鳳梨,12971,12971,0.41,0.41,1.15,36341.46,14.9
2015,彰化縣,鳳梨,8698170,8698170,250.17,250.17,1.45,50313.65,12586.965
2015,南投縣,鳳梨,47626497,47619857,1236.59,1236.39,1.69,65274.47,80704.701
2015,雲林縣,鳳梨,28702724,28395440,775.83,767,1.55,57282.84,43935.938
2015,嘉義縣,鳳梨,50160027,46351908,1430.35,1321.24,1.42,49931.72,65971.789
2015,屏東縣,鳳梨,119725988,107781364,3003.96,2703.02,1.31,52041.34,140668.795
2015,台東縣,鳳梨,13250995,13084339,378.11,373.11,1.35,47206.71,17613.294
2015,花蓮縣,鳳梨,11385213,11367713,290.15,289.65,0.8,31539.15,9135.316
2015,澎湖縣,鳳梨,71700,15900,2.39,0.53,0.9,27000,14.31
2015,基隆市,鳳梨,0,0,0,0,0,0,0
2015,新竹市,鳳梨,0,0,0,0,0,0,0
2015,嘉義市,鳳梨,2581912,2581912,73.79,73.79,1.12,39062.77,2882.442
2015,金門縣,鳳梨,0,0,0,0,0,0,0
2015,連江縣,鳳梨,0,0,0,0,0,0,0
2015,新北市,椪柑,812,624,1.42,1.1,15.64,8873.64,9.761
2015,台北市,椪柑,816,816,3.1,3.1,28.54,7513.55,23.292
2015,桃園市,椪柑,702,702,1.56,1.56,45,20250,31.59
2015,台中市,椪柑,559906,559566,1447.89,1447.04,51.47,19904.7,28802.892
2015,台南市,椪柑,406002,406002,936.72,936.72,47.62,20640.69,19334.543
2015,高雄市,椪柑,163,163,0.46,0.46,21.01,7443.48,3.424
2015,宜蘭縣,椪柑,4616,4616,10.51,10.51,24.44,10735.2,112.827
2015,新竹縣,椪柑,111618,111618,279.68,279.68,43.09,17196.12,4809.412
2015,苗栗縣,椪柑,282241,282241,713.63,713.63,42.93,16980.7,12117.938
2015,彰化縣,椪柑,4409,4409,9.32,9.32,26.86,12707.4,118.433
2015,南投縣,椪柑,17711,17711,42.58,42.58,27.38,11386.87,484.853
2015,雲林縣,椪柑,158120,158120,448.17,448.17,88.44,31202.57,13984.054
2015,嘉義縣,椪柑,680048,680048,1776.78,1776.78,40.61,15544.08,27618.412
2015,屏東縣,椪柑,0,0,0,0,0,0,0
2015,台東縣,椪柑,11539,11539,27.38,27.38,31.45,13253.54,362.882
2015,花蓮縣,椪柑,10931,10931,28.61,28.61,19.85,7584.2,216.984
2015,澎湖縣,椪柑,0,0,0,0,0,0,0
2015,基隆市,椪柑,0,0,0,0,0,0,0
2015,新竹市,椪柑,0,0,0,0,0,0,0
2015,嘉義市,椪柑,840,840,2.3,2.3,31.48,11496.52,26.442
2015,金門縣,椪柑,0,0,0,0,0,0,0
2015,連江縣,椪柑,0,0,0,0,0,0,0
2015,新北市,柳橙,4045,3202,7.28,5.93,17.05,9209.11,54.61
2015,台北市,柳橙,1008,1008,2.8,2.8,17,6120,17.136
2015,桃園市,柳橙,577,577,1.12,1.12,25.41,13088.39,14.659
2015,台中市,柳橙,9675,9675,20.98,20.98,40.89,18856.96,395.619
2015,台南市,柳橙,989785,989620,1812.42,1812.13,44.5,24299.49,44033.842
2015,高雄市,柳橙,5747,5747,15.88,15.88,35.38,12803.34,203.317
2015,宜蘭縣,柳橙,35605,34590,73.07,70.99,24.75,12057.77,855.981
2015,新竹縣,柳橙,31921,31921,70.91,70.91,42.14,18970.24,1345.18
2015,苗栗縣,柳橙,2984,2984,7.85,7.85,45.14,17158.98,134.698
2015,彰化縣,柳橙,15431,15431,31.01,31.01,37.45,18634.63,577.86
2015,南投縣,柳橙,310715,310335,528.38,527.73,38.73,22773.11,12018.051
2015,雲林縣,柳橙,667918,666534,1559.58,1556.84,91.23,39057.11,60805.676
2015,嘉義縣,柳橙,438482,434979,1001.14,993.51,38.69,16938.14,16828.216
2015,屏東縣,柳橙,1995,1886,4.75,4.49,27.45,11532.29,51.78
2015,台東縣,柳橙,15323,15323,35.08,35.08,36.37,15887.71,557.341
2015,花蓮縣,柳橙,21938,21938,49.71,49.71,21.37,9431.1,468.82
2015,澎湖縣,柳橙,38,38,0.12,0.12,21,6650,0.798
2015,基隆市,柳橙,0,0,0,0,0,0,0
2015,新竹市,柳橙,0,0,0,0,0,0,0
2015,嘉義市,柳橙,32292,32292,70.2,70.2,35,16100,1130.22
2015,金門縣,柳橙,0,0,0,0,0,0,0
2015,連江縣,柳橙,0,0,0,0,0,0,0
2015,新北市,桶柑,27695,27533,65.36,65.1,31.36,13261.44,863.32
2015,台北市,桶柑,5972,5972,25.63,25.63,22.01,5127.74,131.424
2015,桃園市,桶柑,21746,21746,45.06,45.06,39.9,19254.11,867.59
2015,台中市,桶柑,237169,217278,531.75,487.55,44.64,19892.75,9698.711
2015,台南市,桶柑,672,672,1.4,1.4,20,9600,13.44
2015,高雄市,桶柑,0,0,0,0,0,0,0
2015,宜蘭縣,桶柑,82417,82417,180.77,180.77,27.92,12727.65,2300.778
2015,新竹縣,桶柑,628248,628248,1411.21,1411.21,39.09,17400.5,24555.76
2015,苗栗縣,桶柑,237523,237523,625.36,625.36,42,15953.17,9976.476
2015,彰化縣,桶柑,1828,1828,3.65,3.65,19.88,9956.44,36.341
2015,南投縣,桶柑,3798,3798,8.71,8.71,29.13,12703.1,110.644
2015,雲林縣,桶柑,604,604,1.2,1.2,28.31,14250,17.1
2015,嘉義縣,桶柑,4320,4320,11.4,11.4,31.19,11817.89,134.724
2015,屏東縣,桶柑,0,0,0,0,0,0,0
2015,台東縣,桶柑,78081,76441,186.01,181.91,32.07,13475.67,2451.359
2015,花蓮縣,桶柑,32652,31692,75.55,73.55,26.74,11520.63,847.342
2015,澎湖縣,桶柑,0,0,0,0,0,0,0
2015,基隆市,桶柑,1089,1089,1.73,1.73,11,6924.28,11.979
2015,新竹市,桶柑,231,231,0.51,0.51,25.18,11405.88,5.817
2015,嘉義市,桶柑,0,0,0,0,0,0,0
2015,金門縣,桶柑,0,0,0,0,0,0,0
2015,連江縣,桶柑,0,0,0,0,0,0,0
2015,新北市,文旦柚,175209,170371,452.24,441.84,28.79,11100.4,4904.6
2015,台北市,文旦柚,4452,4452,16.23,16.23,24.54,6732.78,109.273
2015,桃園市,文旦柚,11945,11885,29.61,29.49,21.93,8837.13,260.607
2015,台中市,文旦柚,35839,35313,107.96,106.36,42.03,13954.56,1484.207
2015,台南市,文旦柚,252234,248135,1010.41,998.12,75.63,18802.97,18767.617
2015,高雄市,文旦柚,5701,5701,18.36,18.36,26.22,8142.86,149.503
2015,宜蘭縣,文旦柚,80923,80769,235.58,235.11,32.58,11192.76,2631.53
2015,新竹縣,文旦柚,24827,24827,82.88,82.88,35.34,10587.4,877.484
2015,苗栗縣,文旦柚,139404,139389,480.48,480.43,42.39,12297.89,5908.275
2015,彰化縣,文旦柚,19320,19320,52.23,52.23,40.46,14966.95,781.724
2015,南投縣,文旦柚,30740,30571,97.53,97.03,47.4,14934.92,1449.135
2015,雲林縣,文旦柚,77664,75450,238.32,231.61,65.41,21308.06,4935.159
2015,嘉義縣,文旦柚,61463,61463,178.84,178.84,33.73,11593.46,2073.374
2015,屏東縣,文旦柚,1031,884,2.53,2.18,27.61,11195.87,24.407
2015,台東縣,文旦柚,39481,39393,122.84,122.59,40.94,13154.09,1612.56
2015,花蓮縣,文旦柚,226827,224136,1094.21,1081.1,65.42,13562.96,14662.913
2015,澎湖縣,文旦柚,0,0,0,0,0,0,0
2015,基隆市,文旦柚,8257,8257,14.44,14.44,14.89,8513.09,122.929
2015,新竹市,文旦柚,2751,2751,8.76,8.76,31.25,9813.7,85.968
2015,嘉義市,文旦柚,1370,1370,9.13,9.13,39.04,5858.71,53.49
2015,金門縣,文旦柚,0,0,0,0,0,0,0
2015,連江縣,文旦柚,0,0,0,0,0,0,0
2015,新北市,斗柚,2251,1796,6.23,4.93,29.26,10660.45,52.556
2015,台北市,斗柚,950,950,2.5,2.5,30,11400,28.5
2015,桃園市,斗柚,0,0,0,0,0,0,0
2015,台中市,斗柚,315,315,1.05,1.05,36.86,11057.14,11.61
2015,台南市,斗柚,0,0,0,0,0,0,0
2015,高雄市,斗柚,5052,5052,14.87,14.87,29.15,9902.89,147.256
2015,宜蘭縣,斗柚,4326,4326,12.22,12.22,37.73,13356.38,163.215
2015,新竹縣,斗柚,1332,1332,4.44,4.44,30.77,9231.76,40.989
2015,苗栗縣,斗柚,2400,2400,6.34,6.34,41.84,15836.75,100.405
2015,彰化縣,斗柚,38,38,0.15,0.15,60,15200,2.28
2015,南投縣,斗柚,231,231,0.7,0.7,25,8250,5.775
2015,雲林縣,斗柚,0,0,0,0,0,0,0
2015,嘉義縣,斗柚,2978,2978,8.6,8.6,38.41,13301.4,114.392
2015,屏東縣,斗柚,0,0,0,0,0,0,0
2015,台東縣,斗柚,3844,3844,12.4,12.4,35,10850,134.54
2015,花蓮縣,斗柚,4227,4227,16.16,16.16,38.44,10053.65,162.467
2015,澎湖縣,斗柚,0,0,0,0,0,0,0
2015,基隆市,斗柚,120,120,0.26,0.26,14,6461.54,1.68
2015,新竹市,斗柚,372,372,1.2,1.2,36.4,11284.17,13.541
2015,嘉義市,斗柚,0,0,0,0,0,0,0
2015,金門縣,斗柚,0,0,0,0,0,0,0
2015,連江縣,斗柚,0,0,0,0,0,0,0
2015,新北市,白柚,2898,2898,5.44,5.44,31.66,16868.38,91.764
2015,台北市,白柚,1544,1544,4.87,4.87,30.76,9751.54,47.49
2015,桃園市,白柚,40,40,0.1,0.1,40,16000,1.6
2015,台中市,白柚,1801,1801,5.72,5.72,28.22,8885.84,50.827
2015,台南市,白柚,90457,89689,323.47,320.79,55.21,15436.1,4951.747
2015,高雄市,白柚,3529,3529,11.54,11.54,29.84,9126.43,105.319
2015,宜蘭縣,白柚,1544,1544,4.43,4.43,34.27,11942.89,52.907
2015,新竹縣,白柚,450,450,1.5,1.5,75,22500,33.75
2015,苗栗縣,白柚,13249,13249,44.83,44.83,56.12,16585.32,743.52
2015,彰化縣,白柚,10157,10157,36.59,36.59,92.69,25730.64,941.484
2015,南投縣,白柚,10736,10736,37.26,37.26,40.76,11743.51,437.563
2015,雲林縣,白柚,18510,18510,67.34,67.34,52.92,14547,979.595
2015,嘉義縣,白柚,23401,23401,72.81,72.81,37.38,12013.01,874.667
2015,屏東縣,白柚,548,325,1.16,0.66,24.74,12180.3,8.039
2015,台東縣,白柚,24691,24691,79.85,79.85,37.94,11731.18,936.735
2015,花蓮縣,白柚,9131,8561,35.83,33.93,43.94,11086.65,376.17
2015,澎湖縣,白柚,0,0,0,0,0,0,0
2015,基隆市,白柚,0,0,0,0,0,0,0
2015,新竹市,白柚,698,698,2.2,2.2,39.88,12651.82,27.834
2015,嘉義市,白柚,4723,4723,14.4,14.4,40,13119.44,188.92
2015,金門縣,白柚,0,0,0,0,0,0,0
2015,連江縣,白柚,0,0,0,0,0,0,0
2015,新北市,溫州蜜柑,0,0,0,0,0,0,0
2015,台北市,溫州蜜柑,0,0,0,0,0,0,0
2015,桃園市,溫州蜜柑,0,0,0,0,0,0,0
2015,台中市,溫州蜜柑,3400,3400,7.72,7.72,31.01,13656.74,105.43
2015,台南市,溫州蜜柑,0,0,0,0,0,0,0
2015,高雄市,溫州蜜柑,0,0,0,0,0,0,0
2015,宜蘭縣,溫州蜜柑,2465,2465,5.2,5.2,20.53,9733.65,50.615
2015,新竹縣,溫州蜜柑,0,0,0,0,0,0,0
2015,苗栗縣,溫州蜜柑,413,413,1.3,1.3,32.28,10253.85,13.33
2015,彰化縣,溫州蜜柑,122,122,0.27,0.27,18,8133.33,2.196
2015,南投縣,溫州蜜柑,0,0,0,0,0,0,0
2015,雲林縣,溫州蜜柑,0,0,0,0,0,0,0
2015,嘉義縣,溫州蜜柑,317,317,0.69,0.69,25,11485.51,7.925
2015,屏東縣,溫州蜜柑,0,0,0,0,0,0,0
2015,台東縣,溫州蜜柑,327,327,0.62,0.62,26.43,13940.32,8.643
2015,花蓮縣,溫州蜜柑,905,905,2.1,2.1,29.43,12680.95,26.63
2015,澎湖縣,溫州蜜柑,0,0,0,0,0,0,0
2015,基隆市,溫州蜜柑,0,0,0,0,0,0,0
2015,新竹市,溫州蜜柑,0,0,0,0,0,0,0
2015,嘉義市,溫州蜜柑,0,0,0,0,0,0,0
2015,金門縣,溫州蜜柑,0,0,0,0,0,0,0
2015,連江縣,溫州蜜柑,0,0,0,0,0,0,0
2015,新北市,晚崙西亞橙,0,0,0,0,0,0,0
2015,台北市,晚崙西亞橙,0,0,0,0,0,0,0
2015,桃園市,晚崙西亞橙,0,0,0,0,0,0,0
2015,台中市,晚崙西亞橙,0,0,0,0,0,0,0
